,Title,Director,Actors,Rating,Revenue (Millions),fb_likes,yt_likes_ratio
948,After Earth,M. Night Shyamalan,"Jaden Smith, David Denman, Will Smith,Sophie Okonedo",4.9,60.52,1629724,11.981737849779087
949,Kicks,Justin Tipping,"Jahking Guillory, Christopher Jordan Wallace,Christopher Meyer, Kofi Siriboe",6.1,0.15,23796,18.885644768856448
950,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,"Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman",7.8,6.74,122911,60.098837209302324
951,The Descendants,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause",7.3,82.62,21767,4.397035706265439
952,Sex and the City 2,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",4.3,95.33,3321433,8.965909090909092
953,The Kings of Summer,Jordan Vogt-Roberts,"Nick Robinson, Gabriel Basso, Moises Arias,Nick Offerman",7.2,1.29,100885,56.23809523809524
954,Death Race,Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane",6.4,36.06,14961,21.818181818181817
955,That Awkward Moment,Tom Gormican,"Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots",6.2,26.05,1205792,25.954545454545453
956,Legion,Scott Stewart,"Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black",5.2,40.17,566959,6.709183673469388
957,End of Watch,David Ayer,"Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera",7.7,40.98,3415,32.45945945945946
958,3 Days to Kill,McG,"Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard",6.2,30.69,135026,19.912885662431943
959,Lucky Number Slevin,Paul McGuigan,"Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu",7.8,22.49,309,16.133333333333333
960,Trance,Danny Boyle,"James McAvoy, Rosario Dawson, Vincent Cassel,Danny Sapani",7.0,2.32,25673,33.27906976744186
961,Into the Forest,Patricia Rozema,"Ellen Page, Evan Rachel Wood, Max Minghella,Callum Keith Rennie",5.9,0.01,6759,11.28048780487805
962,The Other Boleyn Girl,Justin Chadwick,"Natalie Portman, Scarlett Johansson, Eric Bana,Jim Sturgess",6.7,26.81,0,24.357142857142858
963,I Spit on Your Grave,Steven R. Monroe,"Sarah Butler, Jeff Branson, Andrew Howard,Daniel Franzese",6.3,0.09,5956,8.4
964,Custody,James Lapine,"Viola Davis, Hayden Panettiere, Catalina Sandino Moreno, Ellen Burstyn",6.9,,1890,13.466666666666667
965,Inland Empire,David Lynch,"Laura Dern, Jeremy Irons, Justin Theroux, Karolina Gruszka",7.0,,8592,25.583333333333332
966,L'odyssée,Jérôme Salle,"Lambert Wilson, Pierre Niney, Audrey Tautou,Laurent Lucas",6.7,,30846,17.647058823529413
967,The Walk,Robert Zemeckis,"Joseph Gordon-Levitt, Charlotte Le Bon,Guillaume Baillargeon, Émilie Leclerc",7.3,10.14,175225,27.391509433962263
968,Wrecker,Micheal Bafaro,"Anna Hutchison, Andrea Whitburn, Jennifer Koenig,Michael Dickson",3.5,,4850,1.6145833333333333
969,The Lone Ranger,Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner,Tom Wilkinson",6.5,89.29,754406,19.44188596491228
970,Texas Chainsaw 3D,John Luessenhop,"Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz",4.8,34.33,2293459,8.738219895287958
971,Disturbia,D.J. Caruso,"Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer",6.9,80.05,487199,0.0
972,Rock of Ages,Adam Shankman,"Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin",5.9,38.51,430683,8.127272727272727
973,Scream 4,Wes Craven,"Neve Campbell, Courteney Cox, David Arquette, Lucy Hale",6.2,38.18,5562808,16.305882352941175
974,Queen of Katwe,Mira Nair,"Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza",7.4,8.81,106810,27.960966542750928
975,My Big Fat Greek Wedding 2,Kirk Jones,"Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan",6.0,59.57,930507,19.575675675675676
976,Dark Places,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Christina Hendricks, Chloë Grace Moretz",6.2,,24837,22.91304347826087
977,Amateur Night,Lisa Addario,"Jason Biggs, Janet Montgomery,Ashley Tisdale, Bria L. Murphy",5.0,,207451,8.941176470588236
978,It's Only the End of the World,Xavier Dolan,"Nathalie Baye, Vincent Cassel, Marion Cotillard, Léa Seydoux",7.0,,759,30.545454545454547
979,The Skin I Live In,Pedro Almodóvar,"Antonio Banderas, Elena Anaya, Jan Cornet,Marisa Paredes",7.6,3.19,0,4.092105263157895
980,Miracles from Heaven,Patricia Riggen,"Jennifer Garner, Kylie Rogers, Martin Henderson,Brighton Sharbino",7.0,61.69,617166,23.160371106693173
981,Annie,Will Gluck,"Quvenzhané Wallis, Cameron Diaz, Jamie Foxx, Rose Byrne",5.3,85.91,455913,7.295143212951432
982,Across the Universe,Julie Taymor,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs",7.4,24.34,774551,0.0
983,Let's Be Cops,Luke Greenfield,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",6.5,82.39,471338,14.001483679525222
984,Max,Boaz Yakin,"Thomas Haden Church, Josh Wiggins, Luke Kleintank,Lauren Graham",6.8,42.65,261017,20.110433190970102
985,Your Highness,David Gordon Green,"Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker",5.6,21.56,6162,9.447698744769875
986,Final Destination 5,Steven Quale,"Nicholas D'Agosto, Emma Bell, Arlen Escarpeta, Miles Fisher",5.9,42.58,884178,14.298507462686567
987,Endless Love,Shana Feste,"Gabriella Wilde, Alex Pettyfer, Bruce Greenwood,Robert Patrick",6.3,23.39,631522,22.30366492146597
988,Martyrs,Pascal Laugier,"Morjana Alaoui, Mylène Jampanoï, Catherine Bégin,Robert Toupin",7.1,,13309,3.259259259259259
989,Selma,Ava DuVernay,"David Oyelowo, Carmen Ejogo, Tim Roth, Lorraine Toussaint",7.5,52.07,289421,30.477372262773724
990,Underworld: Rise of the Lycans,Patrick Tatopoulos,"Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh",6.6,45.8,7851463,20.785714285714285
991,Taare Zameen Par,Aamir Khan,"Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer",8.5,1.2,404,6.552941176470588
992,Take Me Home Tonight,Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer",6.3,6.92,59759,26.071428571428573
993,Resident Evil: Afterlife,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Wentworth Miller,Kim Coates",5.9,60.13,10492040,10.972972972972974
994,Project X,Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",6.7,54.72,3436,19.759643916913948
995,Secret in Their Eyes,Billy Ray,"Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris",6.2,,69155,14.08849557522124
996,Hostel: Part II,Eli Roth,"Lauren German, Heather Matarazzo, Bijou Phillips, Roger Bart",5.5,17.54,219586,8.158730158730158
997,Step Up 2: The Streets,Jon M. Chu,"Robert Hoffman, Briana Evigan, Cassie Ventura, Adam G. Sevani",6.2,58.01,17725,18.66013071895425
998,Search Party,Scot Armstrong,"Adam Pally, T.J. Miller, Thomas Middleditch,Shannon Woodward",5.6,,77419,6.43859649122807
999,Nine Lives,Barry Sonnenfeld,"Kevin Spacey, Jennifer Garner, Robbie Amell,Cheryl Hines",5.3,19.64,38658,5.6438641090825055
